word,theword,block,response,response_numeric,totcount,uni_lemma,count,proportion,language,eng_response,cleaned_response,matching_response
deer,deer,category_organization,shape,0,13,deer,2,0.15384615384615385,Korean,shape,shape,shape
deer,deer,category_organization,shape,0,13,deer,2,0.15384615384615385,English (American),shape,shape,shape
deer,deer,category_organization,shape,0,13,deer,2,0.15384615384615385,Turkish,shape,shape,shape
deer,deer,category_organization,shape,0,13,deer,2,0.15384615384615385,Mandarin (Taiwanese),shape,shape,shape
deer,deer,category_organization,shape,0,13,deer,2,0.15384615384615385,Mandarin (Beijing),shape,shape,shape
deer,deer,category_organization,shape,0,13,deer,2,0.15384615384615385,Hebrew,shape,shape,shape
deer,deer,category_organization,none of these,3,13,deer,11,0.8461538461538461,Korean,none of these,none of these,none of these
deer,deer,category_organization,none of these,3,13,deer,11,0.8461538461538461,English (American),none of these,none of these,none of these
deer,deer,category_organization,none of these,3,13,deer,11,0.8461538461538461,Turkish,none of these,none of these,none of these
deer,deer,category_organization,none of these,3,13,deer,11,0.8461538461538461,Mandarin (Taiwanese),none of these,none of these,none of these
deer,deer,category_organization,none of these,3,13,deer,11,0.8461538461538461,Mandarin (Beijing),none of these,none of these,none of these
deer,deer,category_organization,none of these,3,13,deer,11,0.8461538461538461,Hebrew,none of these,none of these,none of these
dessert,dessert,category_organization,none of these,3,13,dessert,7,0.5384615384615384,Catalan,none of these,none of these,none of these
dessert,dessert,category_organization,shape,0,13,dessert,2,0.15384615384615385,Catalan,shape,shape,shape
dessert,dessert,category_organization,material,1,13,dessert,4,0.3076923076923077,Catalan,material,material,material
diaper,diaper,category_organization,shape,0,14,diaper,3,0.21428571428571427,Cantonese,shape,shape,shape
diaper,diaper,category_organization,shape,0,14,diaper,3,0.21428571428571427,English (Australian),shape,shape,shape
diaper,diaper,category_organization,shape,0,14,diaper,3,0.21428571428571427,Spanish (Mexican),shape,shape,shape
diaper,diaper,category_organization,shape,0,14,diaper,3,0.21428571428571427,French (French),shape,shape,shape
diaper,diaper,category_organization,shape,0,14,diaper,3,0.21428571428571427,Korean,shape,shape,shape
diaper,diaper,category_organization,shape,0,14,diaper,3,0.21428571428571427,Turkish,shape,shape,shape
diaper,diaper,category_organization,shape,0,14,diaper,3,0.21428571428571427,English (American),shape,shape,shape
diaper,diaper,category_organization,shape,0,14,diaper,3,0.21428571428571427,Mandarin (Taiwanese),shape,shape,shape
diaper,diaper,category_organization,shape,0,14,diaper,3,0.21428571428571427,Spanish (European),shape,shape,shape
diaper,diaper,category_organization,shape,0,14,diaper,3,0.21428571428571427,Kiswahili,shape,shape,shape
diaper,diaper,category_organization,shape,0,14,diaper,3,0.21428571428571427,Catalan,shape,shape,shape
diaper,diaper,category_organization,shape,0,14,diaper,3,0.21428571428571427,Japanese,shape,shape,shape
diaper,diaper,category_organization,shape,0,14,diaper,3,0.21428571428571427,Spanish (Peruvian),shape,shape,shape
diaper,diaper,category_organization,material,1,14,diaper,8,0.5714285714285714,Cantonese,material,material,material
diaper,diaper,category_organization,material,1,14,diaper,8,0.5714285714285714,English (Australian),material,material,material
diaper,diaper,category_organization,material,1,14,diaper,8,0.5714285714285714,Spanish (Mexican),material,material,material
diaper,diaper,category_organization,material,1,14,diaper,8,0.5714285714285714,French (French),material,material,material
diaper,diaper,category_organization,material,1,14,diaper,8,0.5714285714285714,Korean,material,material,material
diaper,diaper,category_organization,material,1,14,diaper,8,0.5714285714285714,Turkish,material,material,material
diaper,diaper,category_organization,material,1,14,diaper,8,0.5714285714285714,English (American),material,material,material
diaper,diaper,category_organization,material,1,14,diaper,8,0.5714285714285714,Mandarin (Taiwanese),material,material,material
diaper,diaper,category_organization,material,1,14,diaper,8,0.5714285714285714,Spanish (European),material,material,material
diaper,diaper,category_organization,material,1,14,diaper,8,0.5714285714285714,Kiswahili,material,material,material
diaper,diaper,category_organization,material,1,14,diaper,8,0.5714285714285714,Catalan,material,material,material
diaper,diaper,category_organization,material,1,14,diaper,8,0.5714285714285714,Japanese,material,material,material
diaper,diaper,category_organization,material,1,14,diaper,8,0.5714285714285714,Spanish (Peruvian),material,material,material
diaper,diaper,category_organization,none of these,3,14,diaper,3,0.21428571428571427,Cantonese,none of these,none of these,none of these
diaper,diaper,category_organization,none of these,3,14,diaper,3,0.21428571428571427,English (Australian),none of these,none of these,none of these
diaper,diaper,category_organization,none of these,3,14,diaper,3,0.21428571428571427,Spanish (Mexican),none of these,none of these,none of these
diaper,diaper,category_organization,none of these,3,14,diaper,3,0.21428571428571427,French (French),none of these,none of these,none of these
diaper,diaper,category_organization,none of these,3,14,diaper,3,0.21428571428571427,Korean,none of these,none of these,none of these
diaper,diaper,category_organization,none of these,3,14,diaper,3,0.21428571428571427,Turkish,none of these,none of these,none of these
diaper,diaper,category_organization,none of these,3,14,diaper,3,0.21428571428571427,English (American),none of these,none of these,none of these
diaper,diaper,category_organization,none of these,3,14,diaper,3,0.21428571428571427,Mandarin (Taiwanese),none of these,none of these,none of these
diaper,diaper,category_organization,none of these,3,14,diaper,3,0.21428571428571427,Spanish (European),none of these,none of these,none of these
diaper,diaper,category_organization,none of these,3,14,diaper,3,0.21428571428571427,Kiswahili,none of these,none of these,none of these
diaper,diaper,category_organization,none of these,3,14,diaper,3,0.21428571428571427,Catalan,none of these,none of these,none of these
diaper,diaper,category_organization,none of these,3,14,diaper,3,0.21428571428571427,Japanese,none of these,none of these,none of these
diaper,diaper,category_organization,none of these,3,14,diaper,3,0.21428571428571427,Spanish (Peruvian),none of these,none of these,none of these
digger,digger,category_organization,material,1,8,digger,3,0.375,Mandarin (Taiwanese),material,material,material
digger,digger,category_organization,shape,0,8,digger,2,0.25,Mandarin (Taiwanese),shape,shape,shape
digger,digger,category_organization,none of these,3,8,digger,3,0.375,Mandarin (Taiwanese),none of these,none of these,none of these
dining room,dining room,category_organization,material,1,10,dining room,1,0.1,Catalan,material,material,material
dining room,dining room,category_organization,none of these,3,10,dining room,6,0.6,Catalan,none of these,none of these,none of these
dining room,dining room,category_organization,shape,0,10,dining room,3,0.3,Catalan,shape,shape,shape
dinosaur,dinosaur,category_organization,none of these,3,10,dinosaur,9,0.9,Cantonese,none of these,none of these,none of these
dinosaur,dinosaur,category_organization,none of these,3,10,dinosaur,9,0.9,Catalan,none of these,none of these,none of these
dinosaur,dinosaur,category_organization,none of these,3,10,dinosaur,9,0.9,Mandarin (Beijing),none of these,none of these,none of these
dinosaur,dinosaur,category_organization,none of these,3,10,dinosaur,9,0.9,Korean,none of these,none of these,none of these
dinosaur,dinosaur,category_organization,none of these,3,10,dinosaur,9,0.9,Spanish (European),none of these,none of these,none of these
dinosaur,dinosaur,category_organization,color,2,10,dinosaur,1,0.1,Cantonese,color,color,color
dinosaur,dinosaur,category_organization,color,2,10,dinosaur,1,0.1,Catalan,color,color,color
dinosaur,dinosaur,category_organization,color,2,10,dinosaur,1,0.1,Mandarin (Beijing),color,color,color
dinosaur,dinosaur,category_organization,color,2,10,dinosaur,1,0.1,Korean,color,color,color
dinosaur,dinosaur,category_organization,color,2,10,dinosaur,1,0.1,Spanish (European),color,color,color
dish,dish,category_organization,shape,0,10,dish,9,0.9,Russian,shape,shape,shape
dish,dish,category_organization,shape,0,10,dish,9,0.9,Mandarin (Beijing),shape,shape,shape
dish,dish,category_organization,shape,0,10,dish,9,0.9,English (American),shape,shape,shape
dish,dish,category_organization,shape,0,10,dish,9,0.9,Japanese,shape,shape,shape
dish,dish,category_organization,material,1,10,dish,1,0.1,Russian,material,material,material
dish,dish,category_organization,material,1,10,dish,1,0.1,Mandarin (Beijing),material,material,material
dish,dish,category_organization,material,1,10,dish,1,0.1,English (American),material,material,material
dish,dish,category_organization,material,1,10,dish,1,0.1,Japanese,material,material,material
dog,dog,category_organization,shape,0,12,dog,1,0.08333333333333333,Spanish (European),shape,shape,shape
dog,dog,category_organization,shape,0,12,dog,1,0.08333333333333333,English (Australian),shape,shape,shape
dog,dog,category_organization,shape,0,12,dog,1,0.08333333333333333,Catalan,shape,shape,shape
dog,dog,category_organization,shape,0,12,dog,1,0.08333333333333333,Turkish,shape,shape,shape
dog,dog,category_organization,shape,0,12,dog,1,0.08333333333333333,Mandarin (Beijing),shape,shape,shape
dog,dog,category_organization,shape,0,12,dog,1,0.08333333333333333,Russian,shape,shape,shape
dog,dog,category_organization,shape,0,12,dog,1,0.08333333333333333,Japanese,shape,shape,shape
dog,dog,category_organization,shape,0,12,dog,1,0.08333333333333333,Spanish (Mexican),shape,shape,shape
dog,dog,category_organization,shape,0,12,dog,1,0.08333333333333333,Korean,shape,shape,shape
dog,dog,category_organization,shape,0,12,dog,1,0.08333333333333333,Kiswahili,shape,shape,shape
dog,dog,category_organization,shape,0,12,dog,1,0.08333333333333333,French (French),shape,shape,shape
dog,dog,category_organization,none of these,3,12,dog,9,0.75,Spanish (European),none of these,none of these,none of these
dog,dog,category_organization,none of these,3,12,dog,9,0.75,English (Australian),none of these,none of these,none of these
dog,dog,category_organization,none of these,3,12,dog,9,0.75,Catalan,none of these,none of these,none of these
dog,dog,category_organization,none of these,3,12,dog,9,0.75,Turkish,none of these,none of these,none of these
dog,dog,category_organization,none of these,3,12,dog,9,0.75,Mandarin (Beijing),none of these,none of these,none of these
dog,dog,category_organization,none of these,3,12,dog,9,0.75,Russian,none of these,none of these,none of these
dog,dog,category_organization,none of these,3,12,dog,9,0.75,Japanese,none of these,none of these,none of these
dog,dog,category_organization,none of these,3,12,dog,9,0.75,Spanish (Mexican),none of these,none of these,none of these
dog,dog,category_organization,none of these,3,12,dog,9,0.75,Korean,none of these,none of these,none of these
dog,dog,category_organization,none of these,3,12,dog,9,0.75,Kiswahili,none of these,none of these,none of these
dog,dog,category_organization,none of these,3,12,dog,9,0.75,French (French),none of these,none of these,none of these
dog,dog,category_organization,color,2,12,dog,2,0.16666666666666666,Spanish (European),color,color,color
dog,dog,category_organization,color,2,12,dog,2,0.16666666666666666,English (Australian),color,color,color
dog,dog,category_organization,color,2,12,dog,2,0.16666666666666666,Catalan,color,color,color
dog,dog,category_organization,color,2,12,dog,2,0.16666666666666666,Turkish,color,color,color
dog,dog,category_organization,color,2,12,dog,2,0.16666666666666666,Mandarin (Beijing),color,color,color
dog,dog,category_organization,color,2,12,dog,2,0.16666666666666666,Russian,color,color,color
dog,dog,category_organization,color,2,12,dog,2,0.16666666666666666,Japanese,color,color,color
dog,dog,category_organization,color,2,12,dog,2,0.16666666666666666,Spanish (Mexican),color,color,color
dog,dog,category_organization,color,2,12,dog,2,0.16666666666666666,Korean,color,color,color
dog,dog,category_organization,color,2,12,dog,2,0.16666666666666666,Kiswahili,color,color,color
dog,dog,category_organization,color,2,12,dog,2,0.16666666666666666,French (French),color,color,color
doll,doll,category_organization,shape,0,11,doll,5,0.45454545454545453,Spanish (European),shape,shape,shape
doll,doll,category_organization,shape,0,11,doll,5,0.45454545454545453,Korean,shape,shape,shape
doll,doll,category_organization,shape,0,11,doll,5,0.45454545454545453,French (French),shape,shape,shape
doll,doll,category_organization,shape,0,11,doll,5,0.45454545454545453,English (American),shape,shape,shape
doll,doll,category_organization,shape,0,11,doll,5,0.45454545454545453,Kiswahili,shape,shape,shape
doll,doll,category_organization,shape,0,11,doll,5,0.45454545454545453,Mandarin (Beijing),shape,shape,shape
doll,doll,category_organization,shape,0,11,doll,5,0.45454545454545453,Cantonese,shape,shape,shape
doll,doll,category_organization,shape,0,11,doll,5,0.45454545454545453,Mandarin (Taiwanese),shape,shape,shape
doll,doll,category_organization,shape,0,11,doll,5,0.45454545454545453,Japanese,shape,shape,shape
doll,doll,category_organization,shape,0,11,doll,5,0.45454545454545453,Spanish (Mexican),shape,shape,shape
doll,doll,category_organization,shape,0,11,doll,5,0.45454545454545453,Catalan,shape,shape,shape
doll,doll,category_organization,shape,0,11,doll,5,0.45454545454545453,English (Australian),shape,shape,shape
doll,doll,category_organization,material,1,11,doll,4,0.36363636363636365,Spanish (European),material,material,material
doll,doll,category_organization,material,1,11,doll,4,0.36363636363636365,Korean,material,material,material
doll,doll,category_organization,material,1,11,doll,4,0.36363636363636365,French (French),material,material,material
doll,doll,category_organization,material,1,11,doll,4,0.36363636363636365,English (American),material,material,material
doll,doll,category_organization,material,1,11,doll,4,0.36363636363636365,Kiswahili,material,material,material
doll,doll,category_organization,material,1,11,doll,4,0.36363636363636365,Mandarin (Beijing),material,material,material
doll,doll,category_organization,material,1,11,doll,4,0.36363636363636365,Cantonese,material,material,material
doll,doll,category_organization,material,1,11,doll,4,0.36363636363636365,Mandarin (Taiwanese),material,material,material
doll,doll,category_organization,material,1,11,doll,4,0.36363636363636365,Japanese,material,material,material
doll,doll,category_organization,material,1,11,doll,4,0.36363636363636365,Spanish (Mexican),material,material,material
doll,doll,category_organization,material,1,11,doll,4,0.36363636363636365,Catalan,material,material,material
doll,doll,category_organization,material,1,11,doll,4,0.36363636363636365,English (Australian),material,material,material
doll,doll,category_organization,none of these,3,11,doll,2,0.18181818181818182,Spanish (European),none of these,none of these,none of these
doll,doll,category_organization,none of these,3,11,doll,2,0.18181818181818182,Korean,none of these,none of these,none of these
doll,doll,category_organization,none of these,3,11,doll,2,0.18181818181818182,French (French),none of these,none of these,none of these
doll,doll,category_organization,none of these,3,11,doll,2,0.18181818181818182,English (American),none of these,none of these,none of these
doll,doll,category_organization,none of these,3,11,doll,2,0.18181818181818182,Kiswahili,none of these,none of these,none of these
doll,doll,category_organization,none of these,3,11,doll,2,0.18181818181818182,Mandarin (Beijing),none of these,none of these,none of these
doll,doll,category_organization,none of these,3,11,doll,2,0.18181818181818182,Cantonese,none of these,none of these,none of these
doll,doll,category_organization,none of these,3,11,doll,2,0.18181818181818182,Mandarin (Taiwanese),none of these,none of these,none of these
doll,doll,category_organization,none of these,3,11,doll,2,0.18181818181818182,Japanese,none of these,none of these,none of these
doll,doll,category_organization,none of these,3,11,doll,2,0.18181818181818182,Spanish (Mexican),none of these,none of these,none of these
doll,doll,category_organization,none of these,3,11,doll,2,0.18181818181818182,Catalan,none of these,none of these,none of these
doll,doll,category_organization,none of these,3,11,doll,2,0.18181818181818182,English (Australian),none of these,none of these,none of these
dolphin,dolphin,category_organization,shape,0,9,dolphin,2,0.2222222222222222,Mandarin (Taiwanese),shape,shape,shape
dolphin,dolphin,category_organization,shape,0,9,dolphin,2,0.2222222222222222,Catalan,shape,shape,shape
dolphin,dolphin,category_organization,none of these,3,9,dolphin,6,0.6666666666666666,Mandarin (Taiwanese),none of these,none of these,none of these
dolphin,dolphin,category_organization,none of these,3,9,dolphin,6,0.6666666666666666,Catalan,none of these,none of these,none of these
dolphin,dolphin,category_organization,color,2,9,dolphin,1,0.1111111111111111,Mandarin (Taiwanese),color,color,color
dolphin,dolphin,category_organization,color,2,9,dolphin,1,0.1111111111111111,Catalan,color,color,color
donkey,donkey,category_organization,shape,0,9,donkey,2,0.2222222222222222,French (French),shape,shape,shape
donkey,donkey,category_organization,shape,0,9,donkey,2,0.2222222222222222,Spanish (European),shape,shape,shape
donkey,donkey,category_organization,shape,0,9,donkey,2,0.2222222222222222,English (Australian),shape,shape,shape
donkey,donkey,category_organization,shape,0,9,donkey,2,0.2222222222222222,Turkish,shape,shape,shape
donkey,donkey,category_organization,shape,0,9,donkey,2,0.2222222222222222,Catalan,shape,shape,shape
donkey,donkey,category_organization,shape,0,9,donkey,2,0.2222222222222222,Russian,shape,shape,shape
donkey,donkey,category_organization,shape,0,9,donkey,2,0.2222222222222222,English (American),shape,shape,shape
donkey,donkey,category_organization,shape,0,9,donkey,2,0.2222222222222222,Spanish (Mexican),shape,shape,shape
donkey,donkey,category_organization,color,2,9,donkey,1,0.1111111111111111,French (French),color,color,color
donkey,donkey,category_organization,color,2,9,donkey,1,0.1111111111111111,Spanish (European),color,color,color
donkey,donkey,category_organization,color,2,9,donkey,1,0.1111111111111111,English (Australian),color,color,color
donkey,donkey,category_organization,color,2,9,donkey,1,0.1111111111111111,Turkish,color,color,color
donkey,donkey,category_organization,color,2,9,donkey,1,0.1111111111111111,Catalan,color,color,color
donkey,donkey,category_organization,color,2,9,donkey,1,0.1111111111111111,Russian,color,color,color
donkey,donkey,category_organization,color,2,9,donkey,1,0.1111111111111111,English (American),color,color,color
donkey,donkey,category_organization,color,2,9,donkey,1,0.1111111111111111,Spanish (Mexican),color,color,color
donkey,donkey,category_organization,none of these,3,9,donkey,6,0.6666666666666666,French (French),none of these,none of these,none of these
donkey,donkey,category_organization,none of these,3,9,donkey,6,0.6666666666666666,Spanish (European),none of these,none of these,none of these
donkey,donkey,category_organization,none of these,3,9,donkey,6,0.6666666666666666,English (Australian),none of these,none of these,none of these
donkey,donkey,category_organization,none of these,3,9,donkey,6,0.6666666666666666,Turkish,none of these,none of these,none of these
donkey,donkey,category_organization,none of these,3,9,donkey,6,0.6666666666666666,Catalan,none of these,none of these,none of these
donkey,donkey,category_organization,none of these,3,9,donkey,6,0.6666666666666666,Russian,none of these,none of these,none of these
donkey,donkey,category_organization,none of these,3,9,donkey,6,0.6666666666666666,English (American),none of these,none of these,none of these
donkey,donkey,category_organization,none of these,3,9,donkey,6,0.6666666666666666,Spanish (Mexican),none of these,none of these,none of these
donut,donut,category_organization,material,1,8,donut,1,0.125,Mandarin (Taiwanese),material,material,material
donut,donut,category_organization,material,1,8,donut,1,0.125,Korean,material,material,material
donut,donut,category_organization,material,1,8,donut,1,0.125,Japanese,material,material,material
donut,donut,category_organization,material,1,8,donut,1,0.125,Mandarin (Beijing),material,material,material
donut,donut,category_organization,shape,0,8,donut,5,0.625,Mandarin (Taiwanese),shape,shape,shape
donut,donut,category_organization,shape,0,8,donut,5,0.625,Korean,shape,shape,shape
donut,donut,category_organization,shape,0,8,donut,5,0.625,Japanese,shape,shape,shape
donut,donut,category_organization,shape,0,8,donut,5,0.625,Mandarin (Beijing),shape,shape,shape
donut,donut,category_organization,none of these,3,8,donut,2,0.25,Mandarin (Taiwanese),none of these,none of these,none of these
donut,donut,category_organization,none of these,3,8,donut,2,0.25,Korean,none of these,none of these,none of these
donut,donut,category_organization,none of these,3,8,donut,2,0.25,Japanese,none of these,none of these,none of these
donut,donut,category_organization,none of these,3,8,donut,2,0.25,Mandarin (Beijing),none of these,none of these,none of these
door,door,category_organization,shape,0,11,door,7,0.6363636363636364,Catalan,shape,shape,shape
door,door,category_organization,shape,0,11,door,7,0.6363636363636364,Mandarin (Taiwanese),shape,shape,shape
door,door,category_organization,shape,0,11,door,7,0.6363636363636364,French (French),shape,shape,shape
door,door,category_organization,shape,0,11,door,7,0.6363636363636364,English (Australian),shape,shape,shape
door,door,category_organization,shape,0,11,door,7,0.6363636363636364,Korean,shape,shape,shape
door,door,category_organization,shape,0,11,door,7,0.6363636363636364,Turkish,shape,shape,shape
door,door,category_organization,shape,0,11,door,7,0.6363636363636364,Mandarin (Beijing),shape,shape,shape
door,door,category_organization,shape,0,11,door,7,0.6363636363636364,Japanese,shape,shape,shape
door,door,category_organization,shape,0,11,door,7,0.6363636363636364,Spanish (Mexican),shape,shape,shape
door,door,category_organization,shape,0,11,door,7,0.6363636363636364,Cantonese,shape,shape,shape
door,door,category_organization,shape,0,11,door,7,0.6363636363636364,English (American),shape,shape,shape
door,door,category_organization,shape,0,11,door,7,0.6363636363636364,Spanish (Peruvian),shape,shape,shape
door,door,category_organization,shape,0,11,door,7,0.6363636363636364,Russian,shape,shape,shape
door,door,category_organization,shape,0,11,door,7,0.6363636363636364,Spanish (European),shape,shape,shape
door,door,category_organization,none of these,3,11,door,3,0.2727272727272727,Catalan,none of these,none of these,none of these
door,door,category_organization,none of these,3,11,door,3,0.2727272727272727,Mandarin (Taiwanese),none of these,none of these,none of these
door,door,category_organization,none of these,3,11,door,3,0.2727272727272727,French (French),none of these,none of these,none of these
door,door,category_organization,none of these,3,11,door,3,0.2727272727272727,English (Australian),none of these,none of these,none of these
door,door,category_organization,none of these,3,11,door,3,0.2727272727272727,Korean,none of these,none of these,none of these
door,door,category_organization,none of these,3,11,door,3,0.2727272727272727,Turkish,none of these,none of these,none of these
door,door,category_organization,none of these,3,11,door,3,0.2727272727272727,Mandarin (Beijing),none of these,none of these,none of these
door,door,category_organization,none of these,3,11,door,3,0.2727272727272727,Japanese,none of these,none of these,none of these
door,door,category_organization,none of these,3,11,door,3,0.2727272727272727,Spanish (Mexican),none of these,none of these,none of these
door,door,category_organization,none of these,3,11,door,3,0.2727272727272727,Cantonese,none of these,none of these,none of these
door,door,category_organization,none of these,3,11,door,3,0.2727272727272727,English (American),none of these,none of these,none of these
door,door,category_organization,none of these,3,11,door,3,0.2727272727272727,Spanish (Peruvian),none of these,none of these,none of these
door,door,category_organization,none of these,3,11,door,3,0.2727272727272727,Russian,none of these,none of these,none of these
door,door,category_organization,none of these,3,11,door,3,0.2727272727272727,Spanish (European),none of these,none of these,none of these
door,door,category_organization,material,1,11,door,1,0.09090909090909091,Catalan,material,material,material
door,door,category_organization,material,1,11,door,1,0.09090909090909091,Mandarin (Taiwanese),material,material,material
door,door,category_organization,material,1,11,door,1,0.09090909090909091,French (French),material,material,material
door,door,category_organization,material,1,11,door,1,0.09090909090909091,English (Australian),material,material,material
door,door,category_organization,material,1,11,door,1,0.09090909090909091,Korean,material,material,material
door,door,category_organization,material,1,11,door,1,0.09090909090909091,Turkish,material,material,material
door,door,category_organization,material,1,11,door,1,0.09090909090909091,Mandarin (Beijing),material,material,material
door,door,category_organization,material,1,11,door,1,0.09090909090909091,Japanese,material,material,material
door,door,category_organization,material,1,11,door,1,0.09090909090909091,Spanish (Mexican),material,material,material
door,door,category_organization,material,1,11,door,1,0.09090909090909091,Cantonese,material,material,material
door,door,category_organization,material,1,11,door,1,0.09090909090909091,English (American),material,material,material
door,door,category_organization,material,1,11,door,1,0.09090909090909091,Spanish (Peruvian),material,material,material
door,door,category_organization,material,1,11,door,1,0.09090909090909091,Russian,material,material,material
door,door,category_organization,material,1,11,door,1,0.09090909090909091,Spanish (European),material,material,material
doorbell,doorbell,category_organization,material,1,12,doorbell,3,0.25,Catalan,material,material,material
doorbell,doorbell,category_organization,shape,0,12,doorbell,5,0.4166666666666667,Catalan,shape,shape,shape
doorbell,doorbell,category_organization,none of these,3,12,doorbell,4,0.3333333333333333,Catalan,none of these,none of these,none of these
dragon,dragon,category_organization,color,2,9,dragon,1,0.1111111111111111,Mandarin (Beijing),color,color,color
dragon,dragon,category_organization,none of these,3,9,dragon,6,0.6666666666666666,Mandarin (Beijing),none of these,none of these,none of these
dragon,dragon,category_organization,shape,0,9,dragon,2,0.2222222222222222,Mandarin (Beijing),shape,shape,shape
dragonfly,dragonfly,category_organization,shape,0,9,dragonfly,3,0.3333333333333333,Mandarin (Beijing),shape,shape,shape
dragonfly,dragonfly,category_organization,none of these,3,9,dragonfly,5,0.5555555555555556,Mandarin (Beijing),none of these,none of these,none of these
dragonfly,dragonfly,category_organization,color,2,9,dragonfly,1,0.1111111111111111,Mandarin (Beijing),color,color,color
drawer,drawer,category_organization,none of these,3,12,drawer,4,0.3333333333333333,Spanish (Mexican),none of these,none of these,none of these
drawer,drawer,category_organization,none of these,3,12,drawer,4,0.3333333333333333,French (French),none of these,none of these,none of these
drawer,drawer,category_organization,none of these,3,12,drawer,4,0.3333333333333333,Mandarin (Beijing),none of these,none of these,none of these
drawer,drawer,category_organization,none of these,3,12,drawer,4,0.3333333333333333,English (American),none of these,none of these,none of these
drawer,drawer,category_organization,none of these,3,12,drawer,4,0.3333333333333333,Catalan,none of these,none of these,none of these
drawer,drawer,category_organization,none of these,3,12,drawer,4,0.3333333333333333,Korean,none of these,none of these,none of these
drawer,drawer,category_organization,none of these,3,12,drawer,4,0.3333333333333333,English (Australian),none of these,none of these,none of these
drawer,drawer,category_organization,none of these,3,12,drawer,4,0.3333333333333333,Cantonese,none of these,none of these,none of these
drawer,drawer,category_organization,none of these,3,12,drawer,4,0.3333333333333333,Mandarin (Taiwanese),none of these,none of these,none of these
drawer,drawer,category_organization,none of these,3,12,drawer,4,0.3333333333333333,Spanish (Peruvian),none of these,none of these,none of these
drawer,drawer,category_organization,shape,0,12,drawer,6,0.5,Spanish (Mexican),shape,shape,shape
drawer,drawer,category_organization,shape,0,12,drawer,6,0.5,French (French),shape,shape,shape
drawer,drawer,category_organization,shape,0,12,drawer,6,0.5,Mandarin (Beijing),shape,shape,shape
drawer,drawer,category_organization,shape,0,12,drawer,6,0.5,English (American),shape,shape,shape
drawer,drawer,category_organization,shape,0,12,drawer,6,0.5,Catalan,shape,shape,shape
drawer,drawer,category_organization,shape,0,12,drawer,6,0.5,Korean,shape,shape,shape
drawer,drawer,category_organization,shape,0,12,drawer,6,0.5,English (Australian),shape,shape,shape
drawer,drawer,category_organization,shape,0,12,drawer,6,0.5,Cantonese,shape,shape,shape
drawer,drawer,category_organization,shape,0,12,drawer,6,0.5,Mandarin (Taiwanese),shape,shape,shape
drawer,drawer,category_organization,shape,0,12,drawer,6,0.5,Spanish (Peruvian),shape,shape,shape
drawer,drawer,category_organization,material,1,12,drawer,2,0.16666666666666666,Spanish (Mexican),material,material,material
drawer,drawer,category_organization,material,1,12,drawer,2,0.16666666666666666,French (French),material,material,material
drawer,drawer,category_organization,material,1,12,drawer,2,0.16666666666666666,Mandarin (Beijing),material,material,material
drawer,drawer,category_organization,material,1,12,drawer,2,0.16666666666666666,English (American),material,material,material
drawer,drawer,category_organization,material,1,12,drawer,2,0.16666666666666666,Catalan,material,material,material
drawer,drawer,category_organization,material,1,12,drawer,2,0.16666666666666666,Korean,material,material,material
drawer,drawer,category_organization,material,1,12,drawer,2,0.16666666666666666,English (Australian),material,material,material
drawer,drawer,category_organization,material,1,12,drawer,2,0.16666666666666666,Cantonese,material,material,material
drawer,drawer,category_organization,material,1,12,drawer,2,0.16666666666666666,Mandarin (Taiwanese),material,material,material
drawer,drawer,category_organization,material,1,12,drawer,2,0.16666666666666666,Spanish (Peruvian),material,material,material
dress (object),dress (object),category_organization,material,1,10,dress (object),5,0.5,French (French),material,material,material
dress (object),dress (object),category_organization,material,1,10,dress (object),5,0.5,English (American),material,material,material
dress (object),dress (object),category_organization,material,1,10,dress (object),5,0.5,Spanish (Mexican),material,material,material
dress (object),dress (object),category_organization,material,1,10,dress (object),5,0.5,English (Australian),material,material,material
dress (object),dress (object),category_organization,material,1,10,dress (object),5,0.5,Turkish,material,material,material
dress (object),dress (object),category_organization,material,1,10,dress (object),5,0.5,Korean,material,material,material
dress (object),dress (object),category_organization,material,1,10,dress (object),5,0.5,Russian,material,material,material
dress (object),dress (object),category_organization,material,1,10,dress (object),5,0.5,Spanish (European),material,material,material
dress (object),dress (object),category_organization,material,1,10,dress (object),5,0.5,Mandarin (Taiwanese),material,material,material
dress (object),dress (object),category_organization,material,1,10,dress (object),5,0.5,Kiswahili,material,material,material
dress (object),dress (object),category_organization,none of these,3,10,dress (object),3,0.3,French (French),none of these,none of these,none of these
dress (object),dress (object),category_organization,none of these,3,10,dress (object),3,0.3,English (American),none of these,none of these,none of these
dress (object),dress (object),category_organization,none of these,3,10,dress (object),3,0.3,Spanish (Mexican),none of these,none of these,none of these
dress (object),dress (object),category_organization,none of these,3,10,dress (object),3,0.3,English (Australian),none of these,none of these,none of these
dress (object),dress (object),category_organization,none of these,3,10,dress (object),3,0.3,Turkish,none of these,none of these,none of these
dress (object),dress (object),category_organization,none of these,3,10,dress (object),3,0.3,Korean,none of these,none of these,none of these
dress (object),dress (object),category_organization,none of these,3,10,dress (object),3,0.3,Russian,none of these,none of these,none of these
dress (object),dress (object),category_organization,none of these,3,10,dress (object),3,0.3,Spanish (European),none of these,none of these,none of these
dress (object),dress (object),category_organization,none of these,3,10,dress (object),3,0.3,Mandarin (Taiwanese),none of these,none of these,none of these
