_id,rt,trial_type,trial_index,time_elapsed,internal_node_id,subject,study_id,session_id,__v,response,block,theword
ROW35466,983,html-button-response,24,184711,0,P1732,STUDY0008,SESS1298,0,0,category_section_intro,
ROW35467,5812,survey-multi-select,23,183727,0,P1732,STUDY0008,SESS1298,0,"{""Q0"":[""shape"",""color""]}",category_organization_semblocked,brain
ROW35468,4123,survey-multi-select,22,177913,0,P1732,STUDY0008,SESS1298,0,"{""Q0"":[""shape"",""color""]}",category_organization_semblocked,body
ROW35469,5054,survey-multi-select,26,193864,0,P1732,STUDY0008,SESS1298,0,"{""Q0"":[""color""]}",category_organization_semblocked,grass
ROW35470,4096,survey-multi-select,25,188808,0,P1732,STUDY0008,SESS1298,0,"{""Q0"":[""shape"",""color"",""material""]}",category_organization_semblocked,fireplace
ROW35471,4279,survey-multi-select,27,198146,0,P1732,STUDY0008,SESS1298,0,"{""Q0"":[""shape"",""color""]}",category_organization_semblocked,sun
ROW35472,1369,html-button-response,30,206064,0,P1732,STUDY0008,SESS1298,0,0,,
ROW35473,4770,survey-multi-select,28,202918,0,P1732,STUDY0008,SESS1298,0,"{""Q0"":[""color""]}",category_organization_semblocked,waves
ROW35474,1774,survey-multi-select,29,204694,0,P1732,STUDY0008,SESS1298,0,"{""Q0"":[""none of these""]}",category_organization_semblocked,lavender
ROW35475,2345,instructions,31,208411,0,P1732,STUDY0008,SESS1298,0,,,
ROW35476,4213,html-button-response,4,66859,0,P0934,STUDY0008,SESS1300,0,0,category_section_intro,
ROW35477,32621,html-button-response,2,60269,0,P0934,STUDY0008,SESS1300,0,0,vocabulary_classification_criteria,
ROW35478,3159,instructions,0,3162,0,P0934,STUDY0008,SESS1300,0,,,
ROW35479,2372,html-button-response,3,62643,0,P0934,STUDY0008,SESS1300,0,0,lavender_instruction,
ROW35480,24488,html-button-response,1,27654,0,P0934,STUDY0008,SESS1300,0,0,precautions_survey,
ROW35481,15131,survey-multi-select,5,81996,0,P0934,STUDY0008,SESS1300,0,"{""Q0"":[""shape""]}",category_organization_semblocked,cow
ROW35482,20405,survey-multi-select,6,102407,0,P0934,STUDY0008,SESS1300,0,"{""Q0"":[""shape"",""material""]}",category_organization_semblocked,moose
ROW35483,6956,survey-multi-select,7,109358,0,P0934,STUDY0008,SESS1300,0,"{""Q0"":[""shape"",""material""]}",category_organization_semblocked,rabbit
ROW35484,6260,html-button-response,8,115621,0,P0934,STUDY0008,SESS1300,0,0,category_section_intro,
ROW35485,6699,survey-multi-select,9,122325,0,P0934,STUDY0008,SESS1300,0,"{""Q0"":[""color"",""material""]}",category_organization_semblocked,cupboard
ROW35486,4042,survey-multi-select,10,126371,0,P0934,STUDY0008,SESS1300,0,"{""Q0"":[""color"",""material""]}",category_organization_semblocked,stairs
ROW35487,1258,html-button-response,11,127631,0,P0934,STUDY0008,SESS1300,0,0,category_section_intro,
ROW35488,7728,survey-multi-select,13,141474,0,P0934,STUDY0008,SESS1300,0,"{""Q0"":[""shape""]}",category_organization_semblocked,croissant
ROW35489,6109,survey-multi-select,12,133743,0,P0934,STUDY0008,SESS1300,0,"{""Q0"":[""shape"",""color"",""material""]}",category_organization_semblocked,chips
ROW35490,2607,survey-multi-select,15,146093,0,P0934,STUDY0008,SESS1300,0,"{""Q0"":[""color""]}",category_organization_semblocked,beard
ROW35491,4371,survey-multi-select,16,150468,0,P0934,STUDY0008,SESS1300,0,"{""Q0"":[""shape""]}",category_organization_semblocked,butt
ROW35492,2007,html-button-response,14,143483,0,P0934,STUDY0008,SESS1300,0,0,category_section_intro,
ROW35493,1016,html-button-response,17,151486,0,P0934,STUDY0008,SESS1300,0,0,category_section_intro,
ROW35494,5127,survey-multi-select,18,156617,0,P0934,STUDY0008,SESS1300,0,"{""Q0"":[""shape"",""color"",""material""]}",category_organization_semblocked,cup
ROW35495,3847,survey-multi-select,19,160466,0,P0934,STUDY0008,SESS1300,0,"{""Q0"":[""shape""]}",category_organization_semblocked,glass
ROW35496,3834,survey-multi-select,21,168232,0,P0934,STUDY0008,SESS1300,0,"{""Q0"":[""color"",""material""]}",category_organization_semblocked,toothbrush
ROW35497,3934,survey-multi-select,20,164403,0,P0934,STUDY0008,SESS1300,0,"{""Q0"":[""color"",""material""]}",category_organization_semblocked,plate
ROW35498,4306,survey-multi-select,22,172541,0,P0934,STUDY0008,SESS1300,0,"{""Q0"":[""color"",""material""]}",category_organization_semblocked,toothbrush
ROW35499,7697,survey-multi-select,23,180241,0,P0934,STUDY0008,SESS1300,0,"{""Q0"":[""color"",""material""]}",category_organization_semblocked,video
ROW35500,1756,html-button-response,24,181999,0,P0934,STUDY0008,SESS1300,0,0,category_section_intro,
ROW35501,4639,survey-multi-select,25,186642,0,P0934,STUDY0008,SESS1300,0,"{""Q0"":[""color"",""material""]}",category_organization_semblocked,shed
ROW35502,4821,survey-multi-select,26,191465,0,P0934,STUDY0008,SESS1300,0,"{""Q0"":[""color""]}",category_organization_semblocked,sun
ROW35503,2296,html-button-response,27,193762,0,P0934,STUDY0008,SESS1300,0,0,category_section_intro,
ROW35504,3722,survey-multi-select,28,197487,0,P0934,STUDY0008,SESS1300,0,"{""Q0"":[""shape"",""color""]}",category_organization_semblocked,coconut
ROW35505,3725,survey-multi-select,29,201215,0,P0934,STUDY0008,SESS1300,0,"{""Q0"":[""shape"",""color""]}",category_organization_semblocked,eraser
ROW35506,6580,survey-multi-select,30,207799,0,P0934,STUDY0008,SESS1300,0,"{""Q0"":[""shape""]}",category_organization_semblocked,reindeer
ROW35507,1970,survey-multi-select,31,209772,0,P0934,STUDY0008,SESS1300,0,"{""Q0"":[""none of these""]}",category_organization_semblocked,lavender
ROW35508,794,html-button-response,32,210568,0,P0934,STUDY0008,SESS1300,0,0,,
ROW35509,2481,instructions,33,213050,0,P0934,STUDY0008,SESS1300,0,,,
ROW35510,9393,instructions,0,9395,0,P1608,STUDY0008,SESS1311,0,,,
ROW35511,6233,html-button-response,1,15630,0,P1608,STUDY0008,SESS1311,0,0,precautions_survey,
ROW35512,5880,html-button-response,4,44959,0,P1608,STUDY0008,SESS1311,0,0,category_section_intro,
ROW35513,14728,html-button-response,2,30358,0,P1608,STUDY0008,SESS1311,0,0,vocabulary_classification_criteria,
ROW35514,8719,html-button-response,3,39078,0,P1608,STUDY0008,SESS1311,0,0,lavender_instruction,
ROW35515,8535,survey-multi-select,5,53496,0,P1608,STUDY0008,SESS1311,0,"{""Q0"":[""color""]}",category_organization_semblocked,cow
ROW35516,2856,survey-multi-select,6,56355,0,P1608,STUDY0008,SESS1311,0,"{""Q0"":[""color""]}",category_organization_semblocked,ladybug
ROW35517,3354,survey-multi-select,7,59708,0,P1608,STUDY0008,SESS1311,0,"{""Q0"":[""shape""]}",category_organization_semblocked,rabbit
ROW35518,5532,survey-multi-select,8,65242,0,P1608,STUDY0008,SESS1311,0,"{""Q0"":[""material""]}",category_organization_semblocked,snake
ROW35519,3210,survey-multi-select,9,68453,0,P1608,STUDY0008,SESS1311,0,"{""Q0"":[""shape""]}",category_organization_semblocked,squirrel
ROW35520,2988,survey-multi-select,10,71443,0,P1608,STUDY0008,SESS1311,0,"{""Q0"":[""color""]}",category_organization_semblocked,zebra
ROW35521,9248,html-button-response,11,80692,0,P1608,STUDY0008,SESS1311,0,0,category_section_intro,
ROW35522,5246,survey-multi-select,12,85939,0,P1608,STUDY0008,SESS1311,0,"{""Q0"":[""material""]}",category_organization_semblocked,sneaker
ROW35523,3828,html-button-response,13,89768,0,P1608,STUDY0008,SESS1311,0,0,category_section_intro,
ROW35524,4771,survey-multi-select,14,94541,0,P1608,STUDY0008,SESS1311,0,"{""Q0"":[""shape"",""material""]}",category_organization_semblocked,bath
ROW35526,4958,survey-multi-select,17,111055,0,P1608,STUDY0008,SESS1311,0,"{""Q0"":[""shape""]}",category_organization_semblocked,candy
ROW35525,8264,survey-multi-select,15,102806,0,P1608,STUDY0008,SESS1311,0,"{""Q0"":[""shape"",""material""]}",category_organization_semblocked,bathtub
ROW35527,3289,html-button-response,16,106096,0,P1608,STUDY0008,SESS1311,0,0,category_section_intro,
ROW35528,8159,survey-multi-select,18,119215,0,P1608,STUDY0008,SESS1311,0,"{""Q0"":[""color"",""material""]}",category_organization_semblocked,cottage cheese
ROW35529,3568,survey-multi-select,19,122785,0,P1608,STUDY0008,SESS1311,0,"{""Q0"":[""shape""]}",category_organization_semblocked,donut
ROW35530,3274,survey-multi-select,24,136903,0,P1608,STUDY0008,SESS1311,0,"{""Q0"":[""shape""]}",category_organization_semblocked,lip
ROW35531,2677,survey-multi-select,20,125463,0,P1608,STUDY0008,SESS1311,0,"{""Q0"":[""shape""]}",category_organization_semblocked,ham
ROW35532,2475,survey-multi-select,21,127939,0,P1608,STUDY0008,SESS1311,0,"{""Q0"":[""shape""]}",category_organization_semblocked,noodles
ROW35533,4088,survey-multi-select,22,132029,0,P1608,STUDY0008,SESS1311,0,"{""Q0"":[""shape""]}",category_organization_semblocked,samosa
ROW35534,1597,html-button-response,23,133627,0,P1608,STUDY0008,SESS1311,0,0,category_section_intro,
ROW35535,4784,survey-multi-select,26,144827,0,P1608,STUDY0008,SESS1311,0,"{""Q0"":[""shape""]}",category_organization_semblocked,carousel
ROW35536,3138,html-button-response,25,140042,0,P1608,STUDY0008,SESS1311,0,0,category_section_intro,
ROW35537,3865,survey-multi-select,30,170493,0,P1608,STUDY0008,SESS1311,0,"{""Q0"":[""shape""]}",category_organization_semblocked,ruler
ROW35538,3265,html-button-response,28,154829,0,P1608,STUDY0008,SESS1311,0,0,category_section_intro,
ROW35539,6735,survey-multi-select,27,151563,0,P1608,STUDY0008,SESS1311,0,"{""Q0"":[""shape"",""color""]}",category_organization_semblocked,flower
ROW35540,11796,survey-multi-select,29,166626,0,P1608,STUDY0008,SESS1311,0,"{""Q0"":[""material""]}",category_organization_semblocked,ceiling
ROW35541,2984,survey-multi-select,31,173479,0,P1608,STUDY0008,SESS1311,0,"{""Q0"":[""none of these""]}",category_organization_semblocked,lavender
ROW35542,1731,html-button-response,32,175212,0,P1608,STUDY0008,SESS1311,0,0,,
ROW35543,2190,instructions,33,177403,0,P1608,STUDY0008,SESS1311,0,,,
ROW35544,4294,instructions,0,4299,0,P0777,STUDY0008,SESS1294,0,,,
ROW35545,20183,html-button-response,2,27625,0,P0777,STUDY0008,SESS1294,0,0,vocabulary_classification_criteria,
ROW35546,7417,html-button-response,3,35047,0,P0777,STUDY0008,SESS1294,0,0,lavender_instruction,
ROW35547,3132,html-button-response,1,7438,0,P0777,STUDY0008,SESS1294,0,0,precautions_survey,
ROW35549,10425,survey-multi-select,5,49893,0,P0777,STUDY0008,SESS1294,0,"{""Q0"":[""shape"",""color""]}",category_organization_semblocked,chick
ROW35548,4402,html-button-response,4,39450,0,P0777,STUDY0008,SESS1294,0,0,category_section_intro,
ROW35550,8259,survey-multi-select,7,61628,0,P0777,STUDY0008,SESS1294,0,"{""Q0"":[""shape"",""color"",""material""]}",category_organization_semblocked,dress shoe
ROW35551,3464,html-button-response,6,53362,0,P0777,STUDY0008,SESS1294,0,0,category_section_intro,
ROW35552,14309,survey-multi-select,8,75949,0,P0777,STUDY0008,SESS1294,0,"{""Q0"":[""shape"",""color"",""material""]}",category_organization_semblocked,gloves
ROW35553,3429,html-button-response,10,91093,0,P0777,STUDY0008,SESS1294,0,0,category_section_intro,
ROW35554,11699,survey-multi-select,9,87660,0,P0777,STUDY0008,SESS1294,0,"{""Q0"":[""shape"",""color"",""material""]}",category_organization_semblocked,sweater
ROW35555,9838,survey-multi-select,11,100937,0,P0777,STUDY0008,SESS1294,0,"{""Q0"":[""shape"",""color"",""material""]}",category_organization_semblocked,mirror
ROW35556,1746,html-button-response,13,111626,0,P0777,STUDY0008,SESS1294,0,0,category_section_intro,
ROW35557,8933,survey-multi-select,12,109878,0,P0777,STUDY0008,SESS1294,0,"{""Q0"":[""shape"",""color"",""material""]}",category_organization_semblocked,stairs
ROW35558,11660,survey-multi-select,14,123291,0,P0777,STUDY0008,SESS1294,0,"{""Q0"":[""shape"",""color"",""material""]}",category_organization_semblocked,coffee
ROW35559,10188,survey-multi-select,15,133484,0,P0777,STUDY0008,SESS1294,0,"{""Q0"":[""shape"",""color"",""material""]}",category_organization_semblocked,coke
ROW35560,15852,survey-multi-select,16,149344,0,P0777,STUDY0008,SESS1294,0,"{""Q0"":[""shape"",""color"",""material""]}",category_organization_semblocked,cracker
ROW35561,6698,survey-multi-select,17,156048,0,P0777,STUDY0008,SESS1294,0,"{""Q0"":[""shape"",""color"",""material""]}",category_organization_semblocked,croquette
ROW35562,7707,survey-multi-select,18,163764,0,P0777,STUDY0008,SESS1294,0,"{""Q0"":[""shape"",""color"",""material""]}",category_organization_semblocked,guava
ROW35563,9507,survey-multi-select,19,173276,0,P0777,STUDY0008,SESS1294,0,"{""Q0"":[""shape"",""color"",""material""]}",category_organization_semblocked,peas
ROW35564,5659,survey-multi-select,20,178944,0,P0777,STUDY0008,SESS1294,0,"{""Q0"":[""shape"",""color"",""material""]}",category_organization_semblocked,popcorn
ROW35565,6996,survey-multi-select,21,185947,0,P0777,STUDY0008,SESS1294,0,"{""Q0"":[""shape"",""color"",""material""]}",category_organization_semblocked,samosa
ROW35566,6091,survey-multi-select,23,197340,0,P0777,STUDY0008,SESS1294,0,"{""Q0"":[""shape"",""color"",""material""]}",category_organization_semblocked,watermelon
ROW35567,5286,survey-multi-select,22,191243,0,P0777,STUDY0008,SESS1294,0,"{""Q0"":[""color"",""material""]}",category_organization_semblocked,tea
ROW35568,1682,html-button-response,24,199026,0,P0777,STUDY0008,SESS1294,0,0,category_section_intro,
ROW35569,7355,survey-multi-select,25,206389,0,P0777,STUDY0008,SESS1294,0,"{""Q0"":[""shape"",""color"",""material""]}",category_organization_semblocked,bowl
ROW35570,6189,survey-multi-select,26,212585,0,P0777,STUDY0008,SESS1294,0,"{""Q0"":[""shape"",""color"",""material""]}",category_organization_semblocked,soap
ROW35571,3807,html-button-response,27,216395,0,P0777,STUDY0008,SESS1294,0,0,category_section_intro,
ROW35572,9130,survey-multi-select,29,231405,0,P0777,STUDY0008,SESS1294,0,"{""Q0"":[""shape"",""color"",""material""]}",category_organization_semblocked,toilet paper
ROW35573,5874,survey-multi-select,28,222272,0,P0777,STUDY0008,SESS1294,0,"{""Q0"":[""shape"",""color"",""material""]}",category_organization_semblocked,broccoli
ROW35574,1482,html-button-response,31,238022,0,P0777,STUDY0008,SESS1294,0,0,,
ROW35575,5125,survey-multi-select,30,236536,0,P0777,STUDY0008,SESS1294,0,"{""Q0"":[""none of these""]}",category_organization_semblocked,lavender
ROW35576,1896,instructions,32,239922,0,P0777,STUDY0008,SESS1294,0,,,
ROW35577,19282,instructions,0,19283,0,P0025,STUDY0008,SESS1302,0,,,
ROW35578,13556,html-button-response,2,53202,0,P0025,STUDY0008,SESS1302,0,0,vocabulary_classification_criteria,
ROW35579,20361,html-button-response,1,39645,0,P0025,STUDY0008,SESS1302,0,0,precautions_survey,
ROW35580,6066,html-button-response,3,59269,0,P0025,STUDY0008,SESS1302,0,0,lavender_instruction,
ROW35581,21815,html-button-response,4,81085,0,P0025,STUDY0008,SESS1302,0,0,category_section_intro,
ROW35582,8310,survey-multi-select,5,89402,0,P0025,STUDY0008,SESS1302,0,"{""Q0"":[""shape"",""color""]}",category_organization_semblocked,police car
ROW35583,3249,html-button-response,6,92652,0,P0025,STUDY0008,SESS1302,0,0,category_section_intro,
ROW35584,10350,survey-multi-select,7,103004,0,P0025,STUDY0008,SESS1302,0,"{""Q0"":[""shape"",""color""]}",category_organization_semblocked,beetle
ROW35585,6378,survey-multi-select,8,109384,0,P0025,STUDY0008,SESS1302,0,"{""Q0"":[""shape"",""color""]}",category_organization_semblocked,bug
ROW35586,7251,survey-multi-select,9,116637,0,P0025,STUDY0008,SESS1302,0,"{""Q0"":[""shape"",""color"",""material""]}",category_organization_semblocked,cockroach
ROW35587,8482,survey-multi-select,10,125122,0,P0025,STUDY0008,SESS1302,0,"{""Q0"":[""shape"",""color""]}",category_organization_semblocked,owl
ROW35588,3481,html-button-response,11,128603,0,P0025,STUDY0008,SESS1302,0,0,category_section_intro,
ROW35589,10836,survey-multi-select,12,139441,0,P0025,STUDY0008,SESS1302,0,"{""Q0"":[""shape"",""material""]}",category_organization_semblocked,vest
ROW35590,3380,html-button-response,13,142822,0,P0025,STUDY0008,SESS1302,0,0,category_section_intro,
ROW35591,5565,survey-multi-select,15,158708,0,P0025,STUDY0008,SESS1302,0,"{""Q0"":[""shape"",""material""]}",category_organization_semblocked,bed
ROW35592,10317,survey-multi-select,14,153141,0,P0025,STUDY0008,SESS1302,0,"{""Q0"":[""shape"",""color"",""material""]}",category_organization_semblocked,air conditioner
ROW35593,5868,survey-multi-select,17,167240,0,P0025,STUDY0008,SESS1302,0,"{""Q0"":[""shape"",""color"",""material""]}",category_organization_semblocked,cheerios
ROW35594,2662,html-button-response,16,161371,0,P0025,STUDY0008,SESS1302,0,0,category_section_intro,
ROW35595,5932,survey-multi-select,18,173174,0,P0025,STUDY0008,SESS1302,0,"{""Q0"":[""shape"",""color"",""material""]}",category_organization_semblocked,chili
ROW35596,3884,survey-multi-select,19,177059,0,P0025,STUDY0008,SESS1302,0,"{""Q0"":[""shape"",""color""]}",category_organization_semblocked,muffin
ROW35597,3430,survey-multi-select,20,180491,0,P0025,STUDY0008,SESS1302,0,"{""Q0"":[""shape""]}",category_organization_semblocked,sausage
ROW35598,3662,survey-multi-select,21,184155,0,P0025,STUDY0008,SESS1302,0,"{""Q0"":[""color""]}",category_organization_semblocked,tuna
ROW35599,4051,survey-multi-select,23,190242,0,P0025,STUDY0008,SESS1302,0,"{""Q0"":[""shape"",""material""]}",category_organization_semblocked,fork
ROW35600,2033,html-button-response,22,186189,0,P0025,STUDY0008,SESS1302,0,0,category_section_intro,
ROW35601,4398,survey-multi-select,24,194641,0,P0025,STUDY0008,SESS1302,0,"{""Q0"":[""shape"",""material""]}",category_organization_semblocked,hanger
ROW35602,5417,survey-multi-select,25,200059,0,P0025,STUDY0008,SESS1302,0,"{""Q0"":[""shape"",""color"",""material""]}",category_organization_semblocked,pill
ROW35603,3717,survey-multi-select,26,203777,0,P0025,STUDY0008,SESS1302,0,"{""Q0"":[""shape"",""material""]}",category_organization_semblocked,purse
ROW35604,3780,survey-multi-select,27,207559,0,P0025,STUDY0008,SESS1302,0,"{""Q0"":[""shape"",""material""]}",category_organization_semblocked,purse
ROW35605,1483,html-button-response,28,209043,0,P0025,STUDY0008,SESS1302,0,0,category_section_intro,
ROW35606,3482,survey-multi-select,29,212526,0,P0025,STUDY0008,SESS1302,0,"{""Q0"":[""shape"",""material""]}",category_organization_semblocked,can opener
ROW35607,4114,survey-multi-select,30,216642,0,P0025,STUDY0008,SESS1302,0,"{""Q0"":[""shape"",""color""]}",category_organization_semblocked,rainbow
ROW35608,3033,survey-multi-select,31,219676,0,P0025,STUDY0008,SESS1302,0,"{""Q0"":[""none of these""]}",category_organization_semblocked,lavender
ROW35609,1314,html-button-response,32,220992,0,P0025,STUDY0008,SESS1302,0,0,,
ROW35610,1765,instructions,33,222757,0,P0025,STUDY0008,SESS1302,0,,,
ROW35611,2461,instructions,0,2463,0,P1868,STUDY0008,SESS1323,0,,,
ROW35612,1790,html-button-response,1,4255,0,P1868,STUDY0008,SESS1323,0,0,precautions_survey,
ROW35613,3263,html-button-response,2,7519,0,P1868,STUDY0008,SESS1323,0,0,vocabulary_classification_criteria,
ROW35614,3331,html-button-response,3,10850,0,P1868,STUDY0008,SESS1323,0,0,lavender_instruction,
ROW35615,2540,html-button-response,4,13391,0,P1868,STUDY0008,SESS1323,0,0,category_section_intro,
ROW35616,10205,survey-multi-select,5,23599,0,P1868,STUDY0008,SESS1323,0,"{""Q0"":[""shape"",""material""]}",category_organization_semblocked,bat (object)
ROW35617,5214,survey-multi-select,6,28815,0,P1868,STUDY0008,SESS1323,0,"{""Q0"":[""color""]}",category_organization_semblocked,mold
ROW35618,6196,html-button-response,7,35012,0,P1868,STUDY0008,SESS1323,0,0,category_section_intro,
ROW35619,7585,survey-multi-select,8,42599,0,P1868,STUDY0008,SESS1323,0,"{""Q0"":[""color""]}",category_organization_semblocked,cockroach
ROW35620,2071,survey-multi-select,9,44671,0,P1868,STUDY0008,SESS1323,0,"{""Q0"":[""shape"",""color""]}",category_organization_semblocked,hedgehog
ROW35621,2662,survey-multi-select,10,47335,0,P1868,STUDY0008,SESS1323,0,"{""Q0"":[""color""]}",category_organization_semblocked,swallow (animal)
ROW35622,3247,html-button-response,11,50583,0,P1868,STUDY0008,SESS1323,0,0,category_section_intro,
ROW35623,2511,survey-multi-select,12,53095,0,P1868,STUDY0008,SESS1323,0,"{""Q0"":[""shape"",""color""]}",category_organization_semblocked,oven
ROW35624,1494,html-button-response,13,54591,0,P1868,STUDY0008,SESS1323,0,0,category_section_intro,
ROW35625,5279,survey-multi-select,14,59871,0,P1868,STUDY0008,SESS1323,0,"{""Q0"":[""shape"",""color""]}",category_organization_semblocked,cheerios
ROW35626,3550,survey-multi-select,15,63423,0,P1868,STUDY0008,SESS1323,0,"{""Q0"":[""color""]}",category_organization_semblocked,drink (beverage)
ROW35627,2518,survey-multi-select,16,65943,0,P1868,STUDY0008,SESS1323,0,"{""Q0"":[""shape"",""color""]}",category_organization_semblocked,egg
ROW35628,3989,survey-multi-select,17,69935,0,P1868,STUDY0008,SESS1323,0,"{""Q0"":[""shape"",""material""]}",category_organization_semblocked,hamburger
ROW35629,4598,survey-multi-select,18,74534,0,P1868,STUDY0008,SESS1323,0,"{""Q0"":[""shape"",""color"",""material""]}",category_organization_semblocked,papaya
ROW35630,1279,html-button-response,19,75815,0,P1868,STUDY0008,SESS1323,0,0,category_section_intro,
ROW35631,3575,survey-multi-select,20,79391,0,P1868,STUDY0008,SESS1323,0,"{""Q0"":[""shape"",""color""]}",category_organization_semblocked,cheek
ROW35632,686,html-button-response,21,80078,0,P1868,STUDY0008,SESS1323,0,0,category_section_intro,
ROW35633,3487,survey-multi-select,22,83567,0,P1868,STUDY0008,SESS1323,0,"{""Q0"":[""shape"",""material""]}",category_organization_semblocked,cd
ROW35634,2999,survey-multi-select,23,86566,0,P1868,STUDY0008,SESS1323,0,"{""Q0"":[""shape"",""material""]}",category_organization_semblocked,hammer
ROW35635,3592,survey-multi-select,24,90160,0,P1868,STUDY0008,SESS1323,0,"{""Q0"":[""shape"",""color"",""material""]}",category_organization_semblocked,light (object)
ROW35636,750,html-button-response,25,90910,0,P1868,STUDY0008,SESS1323,0,0,category_section_intro,
ROW35637,3607,survey-multi-select,26,94519,0,P1868,STUDY0008,SESS1323,0,"{""Q0"":[""shape"",""color""]}",category_organization_semblocked,garden
ROW35638,4046,survey-multi-select,27,98567,0,P1868,STUDY0008,SESS1323,0,"{""Q0"":[""shape"",""color"",""material""]}",category_organization_semblocked,tunnel
ROW35639,1247,html-button-response,28,99814,0,P1868,STUDY0008,SESS1323,0,0,category_section_intro,
ROW35640,2903,survey-multi-select,29,102718,0,P1868,STUDY0008,SESS1323,0,"{""Q0"":[""shape"",""material""]}",category_organization_semblocked,cot
ROW35641,5743,survey-multi-select,30,108463,0,P1868,STUDY0008,SESS1323,0,"{""Q0"":[""shape"",""color""]}",category_organization_semblocked,panther
ROW35642,4030,survey-multi-select,31,112494,0,P1868,STUDY0008,SESS1323,0,"{""Q0"":[""none of these""]}",category_organization_semblocked,party
ROW35643,1279,survey-multi-select,32,113775,0,P1868,STUDY0008,SESS1323,0,"{""Q0"":[""none of these""]}",category_organization_semblocked,lavender
ROW35644,686,html-button-response,33,114462,0,P1868,STUDY0008,SESS1323,0,0,,
ROW35645,1704,instructions,34,116167,0,P1868,STUDY0008,SESS1323,0,,,
ROW35646,6125,instructions,0,6127,0,P1741,STUDY0008,SESS1291,0,,,
ROW35647,3246,html-button-response,2,22529,0,P1741,STUDY0008,SESS1291,0,0,vocabulary_classification_criteria,
ROW35648,13153,html-button-response,1,19282,0,P1741,STUDY0008,SESS1291,0,0,precautions_survey,
ROW35649,7312,html-button-response,3,29842,0,P1741,STUDY0008,SESS1291,0,0,lavender_instruction,
ROW35650,11019,html-button-response,4,40863,0,P1741,STUDY0008,SESS1291,0,0,category_section_intro,
ROW35651,14971,survey-multi-select,5,55839,0,P1741,STUDY0008,SESS1291,0,"{""Q0"":[""none of these""]}",category_organization_semblocked,clown
ROW35652,6607,survey-multi-select,6,62448,0,P1741,STUDY0008,SESS1291,0,"{""Q0"":[""none of these""]}",category_organization_semblocked,present
ROW35653,5726,survey-multi-select,7,68177,0,P1741,STUDY0008,SESS1291,0,"{""Q0"":[""none of these""]}",category_organization_semblocked,whistle (object)
ROW35654,12917,survey-multi-select,9,140838,0,P1741,STUDY0008,SESS1291,0,"{""Q0"":[""none of these""]}",category_organization_semblocked,bear
ROW35655,59739,html-button-response,8,127917,0,P1741,STUDY0008,SESS1291,0,0,category_section_intro,
ROW35656,3487,survey-multi-select,10,144327,0,P1741,STUDY0008,SESS1291,0,"{""Q0"":[""none of these""]}",category_organization_semblocked,cockroach
ROW35657,7447,survey-multi-select,11,151777,0,P1741,STUDY0008,SESS1291,0,"{""Q0"":[""none of these""]}",category_organization_semblocked,elephant
ROW35658,8606,html-button-response,12,160385,0,P1741,STUDY0008,SESS1291,0,0,category_section_intro,
ROW35659,10936,survey-multi-select,13,171324,0,P1741,STUDY0008,SESS1291,0,"{""Q0"":[""color"",""material""]}",category_organization_semblocked,shoe
ROW35660,6517,survey-multi-select,14,177843,0,P1741,STUDY0008,SESS1291,0,"{""Q0"":[""color"",""material""]}",category_organization_semblocked,sneaker
ROW35661,3911,html-button-response,15,181756,0,P1741,STUDY0008,SESS1291,0,0,category_section_intro,
ROW35662,7214,survey-multi-select,16,188972,0,P1741,STUDY0008,SESS1291,0,"{""Q0"":[""color"",""material""]}",category_organization_semblocked,stool
ROW35663,1280,html-button-response,17,190254,0,P1741,STUDY0008,SESS1291,0,0,category_section_intro,
ROW35664,5447,survey-multi-select,18,195703,0,P1741,STUDY0008,SESS1291,0,"{""Q0"":[""shape"",""color""]}",category_organization_semblocked,beans
ROW35665,6959,survey-multi-select,21,216987,0,P1741,STUDY0008,SESS1291,0,"{""Q0"":[""shape"",""color""]}",category_organization_semblocked,meatball
ROW35666,6527,survey-multi-select,20,210024,0,P1741,STUDY0008,SESS1291,0,"{""Q0"":[""shape""]}",category_organization_semblocked,croissant
ROW35667,6427,survey-multi-select,22,223418,0,P1741,STUDY0008,SESS1291,0,"{""Q0"":[""shape"",""color""]}",category_organization_semblocked,mushroom
ROW35668,7790,survey-multi-select,19,203495,0,P1741,STUDY0008,SESS1291,0,"{""Q0"":[""shape"",""color""]}",category_organization_semblocked,chips
ROW35669,3888,survey-multi-select,23,227308,0,P1741,STUDY0008,SESS1291,0,"{""Q0"":[""shape"",""color""]}",category_organization_semblocked,plantain
ROW35670,1220,html-button-response,24,228529,0,P1741,STUDY0008,SESS1291,0,0,category_section_intro,
ROW35671,16432,survey-multi-select,26,249726,0,P1741,STUDY0008,SESS1291,0,"{""Q0"":[""shape""]}",category_organization_semblocked,vacuum cleaner
ROW35672,4760,survey-multi-select,25,233292,0,P1741,STUDY0008,SESS1291,0,"{""Q0"":[""shape""]}",category_organization_semblocked,scissors
ROW35673,4120,survey-multi-select,28,256790,0,P1741,STUDY0008,SESS1291,0,"{""Q0"":[""none of these""]}",category_organization_semblocked,suburb
ROW35674,2941,html-button-response,27,252668,0,P1741,STUDY0008,SESS1291,0,0,category_section_intro,
ROW35675,5167,survey-multi-select,29,261959,0,P1741,STUDY0008,SESS1291,0,"{""Q0"":[""shape""]}",category_organization_semblocked,tower
